id,name,description,price,category
prototype_doubleBlade_1,Prototype Double Blade,A prototype of a weapon.,1000,broadsword
prototype_greatsword_1,Prototype Greatsword,A prototype of a weapon.,1000,broadsword
solar_axe_1,Fiery Crescent,"A burning one-handed axe, forged from solar crystals.",1000,axe
solar_lance_1,Molten Skewer,A burning lance made from solar crystals.,1000,spear
solar_lance_2,Broken Solarron,An ancient artifact that has lost most of its energy.,1000,spear
solar_shotgun_1,Thermal Shotgun,Fires a burst of solar projectiles.,1000,shotgun
splendor_axe_1,Splendid Axe,A brightly designed axe..,1000,axe
splendor_katana_1,Splendid Katana,A visually bright and colorful katana.,1000,broadsword
splendor_shortbow_1,Splendid Shortbow,"A shortbow, shining magnificently.",1000,bow
splendor_shortsword_1,Splendid Shortsword,A colorful shortsword.,1000,shortsword
steelblades_assaultRifle_1,Verrostin Repeater,An assault-rifle made from verrostin. Used by the Steelblades.,1000,assaultRifle
steelblades_blastRifle_1,Verrostin Blaster,A blast-rifle made from verrostin. Used by the Steelblades.,1000,uniqueWeapon
steelblades_broadsword_1,Steelblades Broadsword,A broadsword used by the Steelblades.,1000,broadsword
steelblades_shotgun_1,Verrostin Demolisher,A shotgun made from verrostin. Used by the Steelblades.,1000,shotgun
steelblades_sniperRifle_1,Verrostin Markmaker,A sniper-rifle made from verrostin. Used by the Steelblades.,1000,sniperRifle
thalassa_dagger_1,Aquamarine Dagger,"A sharp, glowing dagger.",800,dagger
thalassa_spear_1,Seatide,The spear of the roaring seas.,800,spear
thalassa_spear_2,Riptide,The spear of the roaring seas.,1000,spear
workshop_assaultRifle_1,WG Kerose Carbine,A dark rifle made from Dustrium.,1000,assaultRifle
workshop_axe_1,WGS8 Rusted Dustrium Axe,"A heavy axe, forged from dustrium.",1000,axe
workshop_axe_2,WGS8 Produtar Axe,A heavy axe utilized by Section 8 of the Workshop of Gears.,1000,axe
workshop_axe_3,WGS8 Produtar Prototype E,A heavy axe utilized by the elites of the Section 8 of the Workshop of Gears.,2100,axe
workshop_axe_4,WGS8 Dustrium Axe PA,A variant heavy axe utilized by Section 8 of the Workshop of Gears.,1000,axe
workshop_battleaxe_1,WGS8 Dustrium Battleaxe,A battleaxe used by Section 8 of the Workshop of Gears.,1000,axe
workshop_pistol_1,WG Dieselle A7,"A pistol, crafted from Dustrium.",1300,pistol
workshop_pistol_2,WGS8 Petrolle A2,A pistol utilized by Section 8 of the Workshop of Gears.,1000,pistol
workshop_pistol_3,WGS8 Asphall AC1,A pistol used by the Section 8 elites of the Workshop of Gears.,2100,pistol
workshop_sniperRifle_1,WG Kerose M60,A dark rifle made from Dustrium.,1000,sniperRifle
arcana_augment_1,"Arcana 0, The Fool","An EPP module that boosts your total energy, health regen and damage by a small amount.",1000,eppAugment
arcana_augment_10,"Arcana IX, The Hermit",Grants +20% resist to Ice and immunity to frost. Inflict ice damage to the attacker when damaged.,1000,eppAugment
arcana_augment_13,"Arcana XII, The Hanged Man","Grants +20% resist to Electric, immunity to electrified and +60% energy.",1000,eppAugment
arcana_augment_15,"Arcana XIV, Temperance","Grants immunity to burning, swim boost, +10% max health and +10% max energy.",1000,eppAugment
arcana_augment_1_1,"Arcana 0, The Fool","An EPP module that boosts your total energy, health regen and damage by a small amount.",1000,eppAugment
arcana_augment_2,"Arcana I, The Magician","Grants +20% resist to Fire, immunity to burning and +40% attack.",1000,eppAugment
arcana_augment_3,"Arcana II, The High Priestess","Grants light gravity, +40% run speed, immunity to fall damage and +20% energy.",1000,eppAugment
arcana_augment_4,"Arcana III, The Empress","Grants immunity to burning, frost, electrified and poisoned. +10% health, attack and energy.",1000,eppAugment
arcana_augment_5,"Arcana IV, The Emperor","Grants Nova and +10% Attack. Upon triggering Nova, gain an additional +100% Attack for 4 seconds.",1000,eppAugment
arcana_augment_halcyon,Gilded Key - Halcyon,"Grants +20% resist to Fire, Electric, Ice and Poison, +100% health and -40% attack.",1000,eppAugment
arcana_augment_raven,Gilded Key - Raven,"Grants resistance to fall damage, +60% attack, +60% speed and -40% health.",1000,eppAugment
arcana_bar_animaBar,Anima Bar,"An anima bar, can be used to craft useful equipment.",210,craftingMaterial
arcana_bar_arcaniumBar,Arcanium Bar,"An arcanium bar, can be used to craft basic Arcane equipment.",160,craftingMaterial
arcana_bar_atlaGoldBar,Atla Gold Bar,"An enchanted Atla gold bar, can be used to craft Atlantis Equipment.",170,craftingMaterial
arcana_bar_atumiumBar,Atumium Bar,"An atumium bar, can be used to craft Solar equipment.",440,craftingMaterial
arcana_bar_aureolaBar,Aureola Bar,A material brimming with golden light that can withstand corrosion for eons.,100,craftingMaterial
arcana_bar_azuriumBar,Azurium Bar,"An azurium bar, can be used to craft Astral equipment.",440,craftingMaterial
arcana_bar_borealiteBar,Borealite Bar,"An icy material forged with borealite, sceantine and ice essence.",360,craftingMaterial
arcana_bar_borealiteRing,Borealite Ring,A matal ring formed with borealite ores.,80,craftingMaterial
arcana_bar_corrodiumBar,Corrodium Bar,A corroded metal that has been soaked in viridescent acid for decades.,240,craftingMaterial
arcana_bar_enartz,Enartz,"A refined steel-like metal. It's strong in heat resistance and durability, but is harder to manipulate.",140,craftingMaterial
arcana_bar_exoslate,Exoslate,A refined metal that is similar to durasteel. It's lighter in comparison and is good as firearm manufacturing material.,140,craftingMaterial
arcana_bar_hakenStahlite,Haken Stahlite,The strongest steel. Can be used to craft Steelblades weapons & armor.,250,craftingMaterial
arcana_bar_hakenVerrostin,Haken Verrostin,A durable material found commonly in the Badlands. Can be used to craft Steelblades weapons & armor.,190,craftingMaterial
arcana_bar_holosiumBar,Holosium Bar,"A holosium bar, can be used to craft Monarch equipment.",210,craftingMaterial
arcana_bar_luminariumBar,Luminarium Bar,"A luminarium bar, can be used to craft Lunar equipment.",100,craftingMaterial
arcana_bar_morphosisBar,Morphosis Bar,"A morphosis bar, can be used to craft useful equipment.",210,craftingMaterial
arcana_bar_necroiumBar,Necroium Bar,"A necroium bar, can be used to craft Horizon equipment.",220,craftingMaterial
arcana_bar_nullatusBar,Nullatus Bar,"A material radiating an overwhelming aura, its durability unknown.",3200,craftingMaterial
arcana_bar_phantasmaBar,Phantasma Bar,A material infused with the aura of the deepest abyss.,100,craftingMaterial
arcana_bar_refinedAspirite,Refined Aspirite,"A refined aspirite, its ore can be found in Polar star planet undergrounds.",160,craftingMaterial
arcana_bar_refinedImmorite,Refined Immorite,"A refined immorite, its ore can be found in Polar star planet undergrounds.",160,craftingMaterial
arcana_bar_refinedNoxion,Refined Noxion,"A refined noxion, its ore can be found in Polar star planet undergrounds.",160,craftingMaterial
arcana_bar_thoriumBar,Electrolite Bar,"An Electrolite bar, can be used to craft Orion equipment.",230,craftingMaterial
arcana_essence_abyssEssence,Abyss Essence,A solidified essence of the abyssal void of impending judgement.,10,craftingMaterial
arcana_essence_aeonEssence,Aeon Essence,An essence that manipulates the fabric of time.,10,craftingMaterial
arcana_essence_aquaEssence,Aqua Essence,A solidified essence of the clear water.,10,craftingMaterial
arcana_essence_arcaneEssence,Arcane Essence,A solidified essence of arcane magic.,10,craftingMaterial
arcana_essence_azureEssence,Azure Essence,A solidified essence of the azure stars.,10,craftingMaterial
arcana_essence_chrysoEssence,Chryso Essence,"The essence of the endless, shining gold.",10,craftingMaterial
arcana_essence_electricEssence,Electric Essence,A solidified essence of the roaring thunder.,10,craftingMaterial
arcana_essence_fireEssence,Fire Essence,A solidified essence of the grand fire.,10,craftingMaterial
arcana_essence_iceEssence,Ice Essence,A solidified essence of the reclusive frost.,10,craftingMaterial
arcana_essence_illuminatedEssence,Illuminated Essence,A solidified essence of the illuminated plains.,10,craftingMaterial
arcana_essence_intimaEssence,Intima Essence,"A solidified essence of the beating, aspiring heart.",10,craftingMaterial
arcana_essence_lumenEssence,Lumen Essence,A solidified essence of the colorless light.,10,craftingMaterial
arcana_essence_lunarEssence,Lunar Essence,A solidified essence of the frozen moons.,10,craftingMaterial
arcana_essence_machinaEssence,Machina Essence,The essence of the turning wheel of Machina.,10,craftingMaterial
arcana_essence_mirageEssence,Mirage Essence,A solidified essence of the hollow illusions.,10,craftingMaterial
arcana_essence_poisonEssence,Poison Essence,"The essence of the toxic, viridescent acid.",10,craftingMaterial
arcana_essence_solarEssence,Solar Essence,An essence illuminating with Solar flare.,10,craftingMaterial
arcana_essence_steelEssence,Steel Essence,"An artificial essence, forged from the fiery flames and the solid earth.",10,craftingMaterial
arcana_essence_superstormEssence,Superstorm Essence,A solidified essence of the superstorm expanse.,10,craftingMaterial
arcana_essence_terraEssence,Terra Essence,A solidified essence of the mother earth.,10,craftingMaterial
arcana_essence_tripolarEssence,Tripolar Essence,A solidified essence of the tripolar stars.,10,craftingMaterial
arcana_essence_vermilionEssence,Vermilion Essence,A solidified essence of iron and blood.,10,craftingMaterial
arcana_essence_vileEssence,Anima Essence,A solidified essence of the cerulean spirits.,10,craftingMaterial
arcana_essence_windEssence,Wind Essence,A solidified essence of the swirling wind.,10,craftingMaterial
arcana_farmable_ceruleanRoll,Cerulean Roll,A roll that grows on plants? Sweet!,200,food
arcana_flowers_blueSpectralweed,Blue Spectralweed,A blue flower that grows in the islands of turbulent seas.,400,craftingMaterial
arcana_flowers_cherryBlossom,Cherry Blossom,"A pretty pink flower, often used for ornamental decoration parts.",400,craftingMaterial
arcana_flowers_lunarClematis,Lunar Clematis,A blue-purple flower found commonly in Eminsnow planets.,280,craftingMaterial
arcana_flowers_oceanIvy,Ocean Ivy,A beautiful ivy with colors of the arcane seas.,400,craftingMaterial
arcana_flowers_orangeFluxroot,Orange Fluxroot,"A flower with the shape of roots, found grown in blistering planets.",400,craftingMaterial
arcana_flowers_scentedLilac,Scented Lilac,"A magenta lilac flower, sometimes found in the desolate mountains.",400,craftingMaterial
arcana_flowers_whiteDaisy,White Daisy,A white daisy flower that can be often seen in arcane forests.,400,craftingMaterial
arcana_flowers_wildPraire,Wild Praire,A flower that's abundant in verdant planets.,400,craftingMaterial
arcana_flowers_windflower,Windflower,A flower found grown in the Windswept fields.,400,craftingMaterial
arcana_food_arcaneJuice,Arcane Juice,A space colored juice made of arcane essence. Grants glowing for 360s.,360,drink
arcana_food_atlantisRipple,Atlantis Ripple,An azure cerulean blueberry drink reminiscent of the ocean waves. Grants swim boost for 360s.,400,drink
arcana_food_blackSesameRoll,Black Sesame Roll,A simple roll filled with sweet black sesame. +20% max health for 60s.,100,preparedFood
arcana_food_blackTea,Black Tea,"A reddish, brown tea. +20% max health for 180s.",150,drink
arcana_food_flamingBao,Flaming Bao,A burning steamed bun with barbeque meat and vegetable fillings. +20% max health and +20% attack for 90s.,280,preparedFood
arcana_food_greenTea,Green Tea,Luye's traditional green tea. gives a minor run boost for 120s.,150,drink
arcana_food_metallicTea,Metallic Tea,A tea brewed with metallic parts. gives a minor jump boost for 120s.,150,drink
arcana_food_oolongTea,Oolong Tea,"A yellowish, lightly sweet tea. +20% max energy for 180s.",150,drink
arcana_food_roubao,Roubao,A simple traditional steamed bun with pork fillings. +20% max health for 90s.,160,preparedFood
arcana_food_timelessTea,Timeless Tea,"A starry, bitter tea that never decays. +20% max energy for 60s.",150,drink
arcana_food_viridescentTea,Viridescent Tea,Toxic green tea made with viridescent acid. gives a minor run and jump boost for 240s and inflicts acidic burning.,150,drink
arcana_food_zhushiPlatter,Zhushi Platter,"A traditional seasoned chicken and vegetable dish, served with a roubao. +20% max health for 270s.",320,preparedFood
arcana_food_zinnofeurTea,Zinnofeur Tea,Fiery red tea made with zinnofeur leaves. gives a +10% attack boost for 120s.,150,drink
arcana_key_verdantKey,Verdant Key,A special key that can open Verdant Doors.,1200,craftingMaterial
arcana_lootbox_arcanaStarterSet,Arcana Starter Set,A bundle of Arcana starter items to help with your journey. 'Ad astra per aspera'.,1000,mysteriousReward
arcana_lootbox_bambooBundle,Bamboo Bundle,A bundle of 400 bamboo tiles.,500,mysteriousReward
arcana_lootbox_thinBambooBundle,Thin Bamboo Bundle,A bundle of 400 thin bamboo tiles.,500,mysteriousReward
arcana_misc_avianSigil,Avian Sigil,"A golden sigil, carved into the shape of a bird.",40,craftingMaterial
arcana_misc_avostone,Avostone,A bright red crystal. More commonly known as an avolite crystal in other parts of the universe.,100,craftingMaterial
arcana_misc_behestDongle,Behest Dongle,A tech dongle that contains details of Exousia's military technologies.,260,craftingMaterial
arcana_misc_borealiteMagnus,Borealite Magnus,"A pair of ice-like shards, crafted from borealite.",100,craftingMaterial
arcana_misc_bunbun,Bunbun,Bunbun!,100,craftingMaterial
arcana_misc_conflagrationShard,Conflagration Shard,A burning shard of the neverceasing great fire.,20,craftingMaterial
arcana_misc_copperComponent,Copper Component,A piece of wired component made with copper.,10,craftingMaterial
arcana_misc_debrisChunk,Debris Chunk,A chunk of fallen debris and salvages.,5,craftingMaterial
arcana_misc_enartzComposite,Enartz Composite,A durable crafting material smelted from Enartz. Used often for Exousia's policing equipment.,20,craftingMaterial
arcana_misc_eternalPage,Eternal Page,"A bright, golden book page.",120,craftingMaterial
arcana_misc_exoslateComposite,Exoslate Composite,A durable crafting material smelted from Exoslate. Used often for Exousia's military equipment.,20,craftingMaterial
arcana_misc_fluorescentBeacon,Fluorescent Beacon,A green torch-like beacon.,60,craftingMaterial
arcana_misc_geodeComponent,Geode Component,A piece of wired component made with geodes!,10,craftingMaterial
arcana_misc_gingkoWood,Gingko Wood,A yellow-green colored wood.,40,craftingMaterial
arcana_misc_gleamstone,Gleamstone,"A glowing stone, purple and blue spikes can be seen growing from it.",100,craftingMaterial
arcana_misc_herb,Herb,A collection of herb plants used for medical purposes.,60,craftingMaterial
arcana_misc_kuromatsuWood,Kuromatsu Wood,A dark pine wood found commonly in the snowy woods.,40,craftingMaterial
arcana_misc_lapisShard,Lapis Shard,"A curious piece of deep blue shard dropped by Azure Golems, resembling lapis lazuli.",160,craftingMaterial
arcana_misc_nanoweave,Nanoweave,A modern fabric that's specialized to increase elasticity and resistance.,220,craftingMaterial
arcana_misc_oceanicTechCard,Oceanic Tech Card,An ornate tech card made from oceanite.,80,craftingMaterial
arcana_misc_oceanite,Oceanite,"A rare metal found in the Azure Seas, commonly used by Arcanians to make jewelry and weaponry parts.",170,craftingMaterial
arcana_misc_oceaniteComposite,Oceanite Composite,A composite material that is suited for making furnishing objects.,60,craftingMaterial
arcana_misc_preceptDongle,Precept Dongle,A tech dongle that contains details of Exousia's policing technologies.,260,craftingMaterial
arcana_misc_renatineCrystal,Renatine Crystal,A shining crystal radiating arcane magic.,80,craftingMaterial
arcana_misc_renatineFragment,Renatine Fragment,A small crystal fragment.,40,craftingMaterial
arcana_misc_rufescite,Rufescite,An iron-like metal infused with furor of the vermilion craze.,130,craftingMaterial
arcana_misc_rufesciteComposite,Rufescite Composite,"A crafting material smelted from Rufescite, used to craft a variety of Exousia's general items.",20,craftingMaterial
arcana_misc_scarletPatch,Scarlet Patch,"A patch of scarlet plants, native to Sanguine planets.",300,craftingMaterial
arcana_misc_sceantine,Sceantine,A rare metal found in the Draco Ridge and Daybroken biomes that can withstand most heat sources such as fire and lava.,120,craftingMaterial
arcana_misc_slipstreamComposite,Slipstream Composite,A glitched composite that is utilized by Evo Cybernetics.,140,craftingMaterial
arcana_misc_solfireShard,Solfire Shard,A shard emitting blue fire at the center.,100,craftingMaterial
arcana_misc_terminalSigma,Terminal Rune,"An engraved stone artifact, forged from aura of the sun, moon and stars.",1000,craftingMaterial
arcana_misc_verrostinComponent,Verrostin Component,A rusty component made from verrostin.,100,craftingMaterial
arcana_misc_verrostinTechCard,Verrostin Tech Card,A rusty tech card made from verrostin.,100,craftingMaterial
arcana_misc_voltaicShard,Voltaic Shard,A mysterious dropped by Electric Golems that contains a large amount of electricity.,160,craftingMaterial
arcana_misc_aeonLeaf,Aeon Leaf,A piece of metal leaf.,220,craftingMaterial
arcana_misc_avoliteCore,Avolite Core,"A machine core forged with avolite, dropped from the Kluex Avatar.",600,craftingMaterial
arcana_misc_cosmoTendrils,Cosmo Tendrils,"A bunch of blistering tendrils, dropped from the Cosmo Nemesis.",380,craftingMaterial
arcana_misc_cryogenicCell,Cryogenic Cell,A specialized cryogenic cell dropped from the Big Ape projectors.,600,craftingMaterial
arcana_misc_entropyEye,Entropy Eye,"A badge carried by the Ruin cultists, dropped by Asra Nox.",600,craftingMaterial
arcana_misc_lunarInsignia,Lunar Insignia,An insignia of the ancient Lunar tribe.,800,craftingMaterial
arcana_misc_morphosisEgg,Morphosis Egg,"A green, glowing egg. Dropped from the Evolapis.",380,craftingMaterial
arcana_misc_solarMedallion,Solar Medallion,A medallion infused with solar powers.,800,craftingMaterial
arcana_ore_animaOre,Anima Ore,"An anima ore, spotted often in the surface of Anima planets. Can be used for smelting.",80,craftingMaterial
arcana_ore_arcaniumOre,Arcanium Ore,"An arcanium ore found commonly in Arcane planets, can be used for smelting.",110,craftingMaterial
arcana_ore_aspiriteOre,Aspirite Ore,An aspirite ore that can be used to craft refined aspirite.,70,craftingMaterial
arcana_ore_atlaGoldOre,Atla Gold Ore,"An atla-gold ore found commonly in Golden Forests, can be used for smelting.",110,craftingMaterial
arcana_ore_atumiumOre,Atumium Ore,"An atumium ore, can be used to craft atumium bars.",170,craftingMaterial
arcana_ore_azuriumOre,Azurium Ore,"An azurium ore, can be used to craft azurium bars.",170,craftingMaterial
