name,id
$mat_ice_radioactive_static,ice_radioactive_static
$mat_ice_static,ice_static
$mat_ice,ice
$mat_juhannussima,juhannussima
$mat_lava,lava
$mat_lavarock_static,lavarock_static
$mat_magic_liquid_berserk,magic_liquid_berserk
$mat_magic_liquid_charm,magic_liquid_charm
$mat_magic_liquid_faster_levitation_and_movement,magic_liquid_faster_levitation_and_movement
$mat_magic_liquid_faster_levitation,magic_liquid_faster_levitation
$mat_magic_liquid_hp_regeneration_unstable,magic_liquid_hp_regeneration_unstable
$mat_magic_liquid_hp_regeneration,magic_liquid_hp_regeneration
$mat_magic_liquid_invisibility,magic_liquid_invisibility
$mat_magic_liquid_mana_regeneration,magic_liquid_mana_regeneration
$mat_magic_liquid_movement_faster,magic_liquid_movement_faster
$mat_magic_liquid_polymorph,magic_liquid_polymorph
$mat_magic_liquid_protection_all,magic_liquid_protection_all
$mat_magic_liquid_random_polymorph,magic_liquid_random_polymorph
$mat_magic_liquid_teleportation,magic_liquid_teleportation
$mat_magic_liquid_unstable_polymorph,magic_liquid_unstable_polymorph
$mat_magic_liquid_unstable_teleportation,magic_liquid_unstable_teleportation
$mat_magic_liquid_worm_attractor,magic_liquid_worm_attractor
$mat_magic_liquid,magic_liquid
$mat_meat_slime_sand,meat_slime_sand
$mat_meteorite_static,meteorite_static
$mat_monster_powder_test,monster_powder_test
$mat_mud,mud
$mat_mushroom,mushroom
$mat_nest_static,nest_static
$mat_oil,oil
$mat_orb_powder,orb_powder
$mat_plasma_fading,plasma_fading
$mat_plastic_red_molten,plastic_red_molten
$mat_plastic_red,plastic_red
$mat_poo,poo
$mat_porridge,porridge
$mat_radioactive_liquid_fading,radioactive_liquid_fading
$mat_radioactive_liquid,radioactive_liquid
$mat_rainbow,material_rainbow
$mat_rat_powder,rat_powder
$mat_rock_static_glow,rock_static_glow
$mat_rock_static,rock_static
$mat_rocket_particles,rocket_particles
$mat_root,root
$mat_rotten_meat_radioactive,rotten_meat_radioactive
$mat_rotten_meat,rotten_meat
$mat_salt,salt
$mat_sand_herb,sand_herb
$mat_sand_static,sand_static
$mat_sand,sand
$mat_sandstone,sandstone
$mat_silver_molten,silver_molten
$mat_silver,silver
$mat_sima,sima
$mat_slime_pink,slime
$mat_slime_static,slime_static
$mat_slush,slush
$mat_snow_static,snow_static
$mat_snow,snow
$mat_snow,snow_sticky
$mat_snowrock_static,snowrock_static
$mat_sodium_unstable,sodium_unstable
$mat_soil,soil
$mat_steel_molten,steel_molten
$mat_steel_static,steel_static
$mat_sulphur,sulphur
$mat_swamp,swamp
$mat_templerock_static,templerock_soft
$mat_templerock_static,templerock_static
$mat_trailer_text,trailer_text
$mat_tubematerial,tubematerial
$mat_urine,urine
$mat_vine,vine
$mat_water_ice,water_ice
$mat_water_static,water_static
$mat_water_swamp,water_swamp
$mat_water_temp,water_temp
$mat_water,water
$mat_wax_molten,wax_molten
$mat_wax,wax
$mat_wood_player,wood_player
$mat_wood_static,wood_static
